Test Method=tm1(), Test Class=CTest [JUNIT3], References={CTest.c:C, var3:boolean, var1:boolean, var1:boolean, CTest.c:C, var1:boolean, var3:boolean, var1:boolean, var3:boolean, CTest.c:C, }, Invocations={C.C():void, CTest.thm3(java.lang.String, boolean):void, CTest.thm3(java.lang.String, boolean):void, C.m1(java.lang.String):boolean, C.m2(java.lang.String, java.lang.String):UNKNOWNP.UNKNOWN, CTest.thm2(java.lang.String):void, CTest.thm1(java.lang.String):void, CTest.thm1(java.lang.String):void, CTest.thm2(java.lang.String):void, }, Assertions={fail, }
id=3623 rank=1 score=2.860 fqn=org.exist.xmldb.test.DTMHandleTest heuristics={A:1.000, R:1.000, K:0.860}
id=3839 rank=1 score=2.860 fqn=org.exist.xmldb.DTMHandleTest heuristics={A:1.000, R:1.000, K:0.860}
id=13586 rank=3 score=2.612 fqn=de.schlund.pfixxml.util.XmlTest heuristics={A:1.000, R:1.000, K:0.612}
id=3815 rank=4 score=2.576 fqn=org.exist.xmldb.IndexingTest heuristics={A:1.000, R:1.000, K:0.576}
id=3575 rank=4 score=2.576 fqn=org.exist.xmldb.test.IndexingTest heuristics={A:1.000, R:1.000, K:0.576}
id=3831 rank=6 score=2.525 fqn=org.exist.xmldb.DOMTestJUnit heuristics={A:1.000, R:1.000, K:0.525}
id=3609 rank=6 score=2.525 fqn=org.exist.xmldb.test.DOMTestJUnit heuristics={A:1.000, R:1.000, K:0.525}
id=5082 rank=8 score=2.515 fqn=test.org.softnetwork.xml.sax.helpers.TestSaxReader heuristics={A:1.000, R:1.000, K:0.515}
id=19478 rank=9 score=2.470 fqn=fll.web.FullTournamentTest heuristics={A:1.000, R:1.000, K:0.470}
id=5564 rank=10 score=2.443 fqn=org.joda.time.TestDateTimeComparator heuristics={A:1.000, R:1.000, K:0.443}
id=12636 rank=11 score=2.325 fqn=org.dhmp.util.BasicHierarchicalMapTest heuristics={A:1.000, R:1.000, K:0.325}
id=12229 rank=12 score=2.301 fqn=Run_Time.TypeCheckTest heuristics={A:1.000, R:1.000, K:0.301}
id=6987 rank=13 score=2.299 fqn=datadog.sessions.JdbcTransactionTest heuristics={A:1.000, R:1.000, K:0.299}
id=14107 rank=14 score=2.290 fqn=org.openjf.BoardContainerTest heuristics={A:1.000, R:1.000, K:0.290}
id=5491 rank=15 score=2.279 fqn=org.joda.time.convert.TestConverterManager heuristics={A:1.000, R:1.000, K:0.279}
id=3582 rank=16 score=2.265 fqn=org.exist.xmldb.test.RemoteQueryTest heuristics={A:1.000, R:1.000, K:0.265}
id=3820 rank=16 score=2.265 fqn=org.exist.xmldb.RemoteQueryTest heuristics={A:1.000, R:1.000, K:0.265}
id=18623 rank=18 score=2.208 fqn=org.lockss.exporter.biblio.TestBibliographicOrderScorer heuristics={A:1.000, R:1.000, K:0.208}
id=8618 rank=19 score=2.196 fqn=quickfix.SessionScheduleTest heuristics={A:1.000, R:1.000, K:0.196}
id=4442 rank=20 score=2.188 fqn=tests.org.ntropa.build.html.MarkedUpHtmlParserTest heuristics={A:1.000, R:1.000, K:0.188}
id=15030 rank=21 score=2.185 fqn=org.jaxlib.junit.XTestCase heuristics={A:1.000, R:1.000, K:0.185}
id=8456 rank=22 score=2.184 fqn=quickfix.MessageTest heuristics={A:1.000, R:1.000, K:0.184}
id=14724 rank=23 score=2.000 fqn=com.zimbra.qa.unittest.TestTags heuristics={A:1.000, R:1.000}
id=2444 rank=23 score=2.000 fqn=fitnesse.testutil.RegexTest heuristics={A:1.000, R:1.000}
id=3895 rank=23 score=2.000 fqn=org.exist.storage.BFileRecoverTest heuristics={A:1.000, R:1.000}
id=14006 rank=23 score=2.000 fqn=org.cid.distribution.DistributionContextTest heuristics={A:1.000, R:1.000}
id=247 rank=23 score=2.000 fqn=org.jrdf.graph.AbstractGraphElementFactoryUnitTest heuristics={A:1.000, R:1.000}
id=8172 rank=23 score=2.000 fqn=net.sf.jguiraffe.gui.builder.impl.TestJellyBuilder heuristics={A:1.000, R:1.000}
id=11404 rank=23 score=2.000 fqn=net.sourceforge.cruisecontrol.labelincrementers.P4ChangelistLabelIncrementerTest heuristics={A:1.000, R:1.000}
id=2331 rank=23 score=2.000 fqn=org.apache.commons.cli.BugsTest heuristics={A:1.000, R:1.000}
id=3873 rank=23 score=2.000 fqn=org.exist.storage.DOMFileRecoverTest heuristics={A:1.000, R:1.000}
id=6239 rank=23 score=2.000 fqn=net.sf.ehcache.CacheManagerTest heuristics={A:1.000, R:1.000}
id=7247 rank=23 score=2.000 fqn=fitnesse.testutil.AbstractRegex heuristics={A:1.000, R:1.000}
id=8123 rank=23 score=2.000 fqn=net.sf.jguiraffe.gui.builder.components.tags.TestStaticTextDataImpl heuristics={A:1.000, R:1.000}
id=1736 rank=23 score=2.000 fqn=test.org.mbari.vars.annotation.ui.actions.TestChangeVideoArchiveNameAction heuristics={A:1.000, R:1.000}
id=13753 rank=23 score=2.000 fqn=net.sf.jameleon.plugin.httpunit.HttpUnitFunctionTagTest heuristics={A:1.000, R:1.000}
id=8054 rank=23 score=2.000 fqn=ori.SingleOriTestBase heuristics={A:1.000, R:1.000}
id=3696 rank=23 score=2.000 fqn=org.exist.storage.test.CopyCollectionTest heuristics={A:1.000, R:1.000}
id=18369 rank=23 score=2.000 fqn=org.mifos.server.wartestexec.MifosExecutableWARBasicTest heuristics={A:1.000, R:1.000}
id=1817 rank=23 score=2.000 fqn=org.mbari.vars.annotation.tools.UpdateStillImageUrlToolTest heuristics={A:1.000, R:1.000}
id=1380 rank=23 score=2.000 fqn=jat.eph.unittest.DE405Test heuristics={A:1.000, R:1.000}
id=3664 rank=23 score=2.000 fqn=org.exist.storage.test.AbstractUpdateTest heuristics={A:1.000, R:1.000}
id=2638 rank=23 score=2.000 fqn=fitnesse.wikitext.widgets.WikiWordWidgetTest heuristics={A:1.000, R:1.000}
id=3905 rank=23 score=2.000 fqn=org.exist.storage.BFileOverflowTest heuristics={A:1.000, R:1.000}
id=6600 rank=23 score=2.000 fqn=com.amazon.carbonado.repo.indexed.TestCapabilities heuristics={A:1.000, R:1.000}
id=14172 rank=23 score=2.000 fqn=org.openjf.usergroup.UserInGroupTest heuristics={A:1.000, R:1.000}
id=4451 rank=23 score=2.000 fqn=tests.org.ntropa.build.DirectoryMonitorTest heuristics={A:1.000, R:1.000}
id=15071 rank=23 score=2.000 fqn=jaxlib.prmi.PRMItoJMXConnectorServerTest heuristics={A:1.000, R:1.000}
id=3747 rank=23 score=2.000 fqn=org.exist.xquery.LexerTest heuristics={A:1.000, R:1.000}
id=3052 rank=23 score=2.000 fqn=pluginTests.JavaParserComparisonTest heuristics={A:1.000, R:1.000}
id=3886 rank=23 score=2.000 fqn=org.exist.storage.RemoveCollectionTest heuristics={A:1.000, R:1.000}
id=4872 rank=23 score=2.000 fqn=org.carrot2.filter.haog.fi.algorithm.TestItemSet heuristics={A:1.000, R:1.000}
id=9930 rank=23 score=2.000 fqn=net.sourceforge.voctutor.data.ComponentTest heuristics={A:1.000, R:1.000}
id=8348 rank=23 score=2.000 fqn=net.sf.jguiraffe.gui.platform.swing.builder.action.TestSwingActionManager heuristics={A:1.000, R:1.000}
id=5884 rank=23 score=2.000 fqn=com._17od.upm.database.TestPasswordDatabase heuristics={A:1.000, R:1.000}
id=1712 rank=23 score=2.000 fqn=test.org.mbari.vars.annotation.ui.actions.TestDeleteObservationAction heuristics={A:1.000, R:1.000}
id=3711 rank=23 score=2.000 fqn=org.exist.storage.test.CopyResourceTest heuristics={A:1.000, R:1.000}
id=5102 rank=230 score=1.977 fqn=test.org.softnetwork.xml.dom.TestDOMNode heuristics={R:1.000, K:0.977}
id=3461 rank=231 score=1.569 fqn=org.exist.xquery.test.XMLNodeAsXQueryParameterTest heuristics={A:1.000, K:0.569}
id=3756 rank=231 score=1.569 fqn=org.exist.xquery.XMLNodeAsXQueryParameterTest heuristics={A:1.000, K:0.569}
id=3616 rank=233 score=1.536 fqn=org.exist.xmldb.test.TestEXistXMLSerialize heuristics={A:1.000, K:0.536}
id=3837 rank=233 score=1.536 fqn=org.exist.xmldb.TestEXistXMLSerialize heuristics={A:1.000, K:0.536}
id=3827 rank=235 score=1.520 fqn=org.exist.xmldb.ResourceTest heuristics={A:1.000, K:0.520}
id=3592 rank=236 score=1.517 fqn=org.exist.xmldb.test.ResourceTest heuristics={A:1.000, K:0.517}
id=3924 rank=237 score=1.447 fqn=org.exist.memtree.DOMTest heuristics={A:1.000, K:0.447}
id=17212 rank=238 score=1.407 fqn=org.mifos.config.ChartOfAccountsConfigIntegrationTest heuristics={A:1.000, K:0.407}
id=19491 rank=239 score=1.381 fqn=com.innodata.xiruss.repository.client.importers.linkmanagement.RtdFactoryTest heuristics={A:1.000, K:0.381}
id=19136 rank=240 score=1.368 fqn=org.dishevelled.identify.IdTableCellRendererTest heuristics={A:1.000, K:0.368}
id=19138 rank=240 score=1.368 fqn=org.dishevelled.identify.IdListCellRendererTest heuristics={A:1.000, K:0.368}
id=7990 rank=242 score=1.337 fqn=net.innig.collect.InnigCollectionsTest heuristics={A:1.000, K:0.337}
id=7967 rank=243 score=1.331 fqn=net.innig.util.DelegatingProxyTest heuristics={A:1.000, K:0.331}
id=1950 rank=244 score=1.320 fqn=org.h3t.test.LoaderTest heuristics={A:1.000, K:0.320}
id=4437 rank=245 score=1.312 fqn=tests.org.ntropa.build.html.ParsedHtmlTest heuristics={A:1.000, K:0.312}
id=3786 rank=246 score=1.287 fqn=org.exist.xquery.NodeTypeTest heuristics={A:1.000, K:0.287}
id=3500 rank=246 score=1.287 fqn=org.exist.xquery.test.NodeTypeTest heuristics={A:1.000, K:0.287}
id=18990 rank=248 score=1.279 fqn=org.dishevelled.matrix.AbstractObjectMatrix3DTest heuristics={A:1.000, K:0.279}
id=1652 rank=249 score=1.274 fqn=org.apache.commons.collections15.TestCollectionUtils heuristics={A:1.000, K:0.274}
id=3731 rank=250 score=1.266 fqn=org.exist.memtree.test.DOMTest heuristics={A:1.000, K:0.266}
id=5493 rank=251 score=1.256 fqn=org.joda.time.convert.TestConverterSet heuristics={A:1.000, K:0.256}
id=15706 rank=252 score=1.247 fqn=tlv.TestTLVMsg heuristics={A:1.000, K:0.247}
id=3206 rank=253 score=1.238 fqn=simple.xml.load.CollectionTest heuristics={R:1.000, K:0.238}
id=6617 rank=254 score=1.232 fqn=com.amazon.carbonado.repo.replicated.TestCursors heuristics={A:1.000, K:0.232}
id=3607 rank=255 score=1.223 fqn=org.exist.xmldb.test.CreateCollectionsTest heuristics={A:1.000, K:0.223}
id=3830 rank=255 score=1.223 fqn=org.exist.xmldb.CreateCollectionsTest heuristics={A:1.000, K:0.223}
id=7435 rank=257 score=1.216 fqn=de.tum.in.botl.ruleSet.impl.ConstantTest heuristics={A:1.000, K:0.216}
id=7457 rank=258 score=1.207 fqn=de.tum.in.botl.metamodel.impl.MetamodelTest heuristics={A:1.000, K:0.207}
id=6981 rank=259 score=1.206 fqn=datadog.sessions.JdbcSessionTest heuristics={A:1.000, K:0.206}
id=6967 rank=260 score=1.204 fqn=datadog.criterion.CriteriaBuilderTest heuristics={A:1.000, K:0.204}
id=1697 rank=261 score=1.200 fqn=test.org.mbari.vars.knowledgebase.model.ConceptTest heuristics={A:1.000, K:0.200}
id=1805 rank=262 score=1.196 fqn=org.mbari.vars.knowledgebase.model.ConceptTest heuristics={A:1.000, K:0.196}
id=4546 rank=263 score=1.187 fqn=tests.org.ntropa.runtime.sao.AbstactServerActiveObjectTest heuristics={A:1.000, K:0.187}
id=578 rank=264 score=1.184 fqn=org.concern.devel.graph.petrilike.PetriLikeModelAdapterTest heuristics={A:1.000, K:0.184}
id=9456 rank=265 score=1.000 fqn=org.acegisecurity.securechannel.ChannelDecisionManagerImplTests heuristics={A:1.000}
id=10643 rank=265 score=1.000 fqn=test.jhomenet.ws.net.ServerLoginServiceWrapperTest heuristics={A:1.000}
id=11441 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.bootstrappers.CurrentBuildStatusFTPBootstrapperTest heuristics={A:1.000}
id=13131 rank=265 score=1.000 fqn=org.rifidi.emulator.reader.AlienReaderTest heuristics={A:1.000}
id=18708 rank=265 score=1.000 fqn=com.abbhsoft.faq.dao.CategoryDAOTest heuristics={A:1.000}
id=3403 rank=265 score=1.000 fqn=net.sourceforge.stressful.test.StressfulClassLoaderTest heuristics={A:1.000}
id=1559 rank=265 score=1.000 fqn=org.apache.commons.collections15.iterators.TestLoopingIterator heuristics={A:1.000}
id=2684 rank=265 score=1.000 fqn=fitnesse.http.RequestTest heuristics={A:1.000}
id=3926 rank=265 score=1.000 fqn=org.exist.memtree.DOMIndexerTest heuristics={A:1.000}
id=5036 rank=265 score=1.000 fqn=ar.com.jiji.kaya.reports.HibReportDSFactoryTest heuristics={A:1.000}
id=5536 rank=265 score=1.000 fqn=org.joda.time.TestMinutes heuristics={A:1.000}
id=6733 rank=265 score=1.000 fqn=org.opentradingsolutions.log4fix.importer.LogFileParserTest heuristics={A:1.000}
id=7693 rank=265 score=1.000 fqn=com.kneobase.server.index.SourceIndexPerformanceTest heuristics={A:1.000}
id=8646 rank=265 score=1.000 fqn=ar.com.teracode.formula.FormulaSyntacticTest heuristics={A:1.000}
id=9373 rank=265 score=1.000 fqn=org.acegisecurity.vote.ConsensusBasedTests heuristics={A:1.000}
id=10181 rank=265 score=1.000 fqn=net.sf.fairdj.ratings.relative.TestRelativeRating heuristics={A:1.000}
id=12889 rank=265 score=1.000 fqn=it.imolinfo.test.client.TestRuleNotContainsSuccess heuristics={A:1.000}
id=14223 rank=265 score=1.000 fqn=org.dataisland.primitives.format.IntegerDataIslandFormatTestCase heuristics={A:1.000}
id=15832 rank=265 score=1.000 fqn=org.nfunk.jeptesting.NaturalLogarithmTest heuristics={A:1.000}
id=18267 rank=265 score=1.000 fqn=org.mifos.platform.questionnaire.validators.QuestionnaireValidatorTest heuristics={A:1.000}
id=928 rank=265 score=1.000 fqn=net.translatorama.got.project.pojo.MessageTest heuristics={A:1.000}
id=4555 rank=265 score=1.000 fqn=tests.org.ntropa.runtime.sao.StandardFragmentTest heuristics={A:1.000}
id=5492 rank=265 score=1.000 fqn=org.joda.time.TestLocalDateTime_Basics heuristics={A:1.000}
id=6005 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.connection.cics.SimpleCICSConnectionManagerTest heuristics={A:1.000}
id=7499 rank=265 score=1.000 fqn=com.kneobase.driver.condition.NameConditionTest heuristics={A:1.000}
id=8253 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.app.TestApplication heuristics={A:1.000}
id=9171 rank=265 score=1.000 fqn=org.acegisecurity.providers.rememberme.RememberMeAuthenticationProviderTests heuristics={A:1.000}
id=9700 rank=265 score=1.000 fqn=org.dbunit.dataset.AbstractTableTest heuristics={A:1.000}
id=11178 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.HttpFileTest heuristics={A:1.000}
id=11946 rank=265 score=1.000 fqn=org.webical.dao.factory.DaoFactoryTest heuristics={A:1.000}
id=15314 rank=265 score=1.000 fqn=backend.core.persistent.test.PersistenceErrorsMetaDataTest heuristics={A:1.000}
id=17386 rank=265 score=1.000 fqn=org.mifos.customers.checklist.business.CheckListBOIntegrationTest heuristics={A:1.000}
id=19132 rank=265 score=1.000 fqn=org.dishevelled.identify.IdMenuItemTest heuristics={A:1.000}
id=1809 rank=265 score=1.000 fqn=org.mbari.vars.knowledgebase.model.dao.LWConceptNameDAOTest heuristics={A:1.000}
id=3761 rank=265 score=1.000 fqn=org.exist.cluster.journal.JournalManagerTest heuristics={A:1.000}
id=3282 rank=265 score=1.000 fqn=net.sf.wallace.antlr.IMAP4CommandParserTest heuristics={A:1.000}
id=4381 rank=265 score=1.000 fqn=tests.org.ntropa.build.ContextPathTest heuristics={A:1.000}
id=5414 rank=265 score=1.000 fqn=jmemorize.core.test.CSVToolkitTest heuristics={A:1.000}
id=7086 rank=265 score=1.000 fqn=net.sf.ngrease.ffp.ElementDefaultImplTest heuristics={A:1.000}
id=1265 rank=265 score=1.000 fqn=org.smartfrog.test.unit.projects.alpine.om.HeaderTest heuristics={A:1.000}
id=3626 rank=265 score=1.000 fqn=org.exist.xmldb.test.concurrent.DeadlockTest heuristics={A:1.000}
id=4980 rank=265 score=1.000 fqn=org.openbbs.blackboard.test.CreditabilityBasedStrategyTest heuristics={A:1.000}
id=5527 rank=265 score=1.000 fqn=org.joda.time.field.TestPreciseDateTimeField heuristics={A:1.000}
id=6494 rank=265 score=1.000 fqn=com.amazon.carbonado.qe.TestOrderingList heuristics={A:1.000}
id=8585 rank=265 score=1.000 fqn=quickfix.mina.message.FIXMessageDecoderTest heuristics={A:1.000}
id=9318 rank=265 score=1.000 fqn=org.acegisecurity.ui.x509.X509ProcessingFilterTests heuristics={A:1.000}
id=9996 rank=265 score=1.000 fqn=at.fhj.swd04.tasktlogger.test.persistence.JdbcTaskTaoTestCase heuristics={A:1.000}
id=12683 rank=265 score=1.000 fqn=org.jgenesis.beanset.BeanSetTest heuristics={A:1.000}
id=14052 rank=265 score=1.000 fqn=org.sovt.xml.FactoryTestBase heuristics={A:1.000}
id=15731 rank=265 score=1.000 fqn=org.jpos.iso.IF_UNUSEDTest heuristics={A:1.000}
id=17914 rank=265 score=1.000 fqn=org.mifos.framework.util.helpers.MoneyTest heuristics={A:1.000}
id=19589 rank=265 score=1.000 fqn=net.kano.joscar.tlv.SelfTest heuristics={A:1.000}
id=254 rank=265 score=1.000 fqn=org.jrdf.graph.AbstractTripleFactoryUnitTest heuristics={A:1.000}
id=3489 rank=265 score=1.000 fqn=org.exist.xquery.test.NamespaceUpdateTest heuristics={A:1.000}
id=4446 rank=265 score=1.000 fqn=tests.org.ntropa.build.jsp.TemplateTest heuristics={A:1.000}
id=5479 rank=265 score=1.000 fqn=org.joda.time.chrono.TestISOChronology heuristics={A:1.000}
id=5979 rank=265 score=1.000 fqn=it.imolinfo.jbi4cics.test.mapping.commarea.NestedCommareaMappingTest heuristics={A:1.000}
id=7434 rank=265 score=1.000 fqn=de.tum.in.botl.ruleSet.impl.RuleSetFactoryTest heuristics={A:1.000}
id=9128 rank=265 score=1.000 fqn=org.acegisecurity.providers.cas.proxy.RejectProxyTicketsTests heuristics={A:1.000}
id=9600 rank=265 score=1.000 fqn=org.acegisecurity.adapters.jetty.JettyAcegiUserRealmTests heuristics={A:1.000}
id=11543 rank=265 score=1.000 fqn=com.teaminabox.eclipse.wiki.WikiTest heuristics={A:1.000}
id=13608 rank=265 score=1.000 fqn=ie.omk.smpp.util.TestSMPPDate heuristics={A:1.000}
id=15009 rank=265 score=1.000 fqn=org.springframework.richclient.settings.support.SplitPaneMementoTests heuristics={A:1.000}
id=17284 rank=265 score=1.000 fqn=org.mifos.customers.business.service.ClientStatusChangeIntegrationTest heuristics={A:1.000}
id=19011 rank=265 score=1.000 fqn=org.dishevelled.evolve.EvolutionaryAlgorithmTest heuristics={A:1.000}
id=15924 rank=265 score=1.000 fqn=com.javaeedev.util.StringUtilTest heuristics={A:1.000}
id=18599 rank=265 score=1.000 fqn=de.fzj.unicore.cis.ws.TestCISRegistryService heuristics={A:1.000}
id=19805 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.TimeBuildTest heuristics={A:1.000}
id=6962 rank=265 score=1.000 fqn=datadog.criterion.expressions.SqlVisitorTest heuristics={A:1.000}
id=7741 rank=265 score=1.000 fqn=com.kneobase.extractors.TaggedBuilderTest heuristics={A:1.000}
id=8971 rank=265 score=1.000 fqn=org.acegisecurity.event.authentication.AuthenticationEventTests heuristics={A:1.000}
id=9443 rank=265 score=1.000 fqn=org.acegisecurity.afterinvocation.BasicAclEntryAfterInvocationCollectionFilteringProviderTests heuristics={A:1.000}
id=10461 rank=265 score=1.000 fqn=net.sourceforge.toscanaj.model.diagram.tests.LabelInfoTest heuristics={A:1.000}
id=1156 rank=265 score=1.000 fqn=org.smartfrog.services.junit.test.targets.FunnyCharactersTest heuristics={A:1.000}
id=2336 rank=265 score=1.000 fqn=org.apache.commons.cli.ValueTest heuristics={A:1.000}
id=3875 rank=265 score=1.000 fqn=org.exist.storage.ShutdownTest heuristics={A:1.000}
id=4712 rank=265 score=1.000 fqn=org.carrot2.input.googleapi.GoogleKeysPoolTest heuristics={A:1.000}
id=5516 rank=265 score=1.000 fqn=org.joda.time.TestPeriod_Basics heuristics={A:1.000}
id=6249 rank=265 score=1.000 fqn=net.sf.ehcache.distribution.RMICacheManagerPeerTest heuristics={A:1.000}
id=7554 rank=265 score=1.000 fqn=com.kneobase.driver.documentbuilder.MethodBuilderTest heuristics={A:1.000}
id=8382 rank=265 score=1.000 fqn=net.sf.jguiraffe.locators.TestLocatorUtils heuristics={A:1.000}
id=9251 rank=265 score=1.000 fqn=org.acegisecurity.providers.encoding.BasePasswordEncoderTests heuristics={A:1.000}
id=9914 rank=265 score=1.000 fqn=net.sourceforge.voctutor.test.AssertionTest heuristics={A:1.000}
id=11237 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.SnapshotCMTest heuristics={A:1.000}
id=12431 rank=265 score=1.000 fqn=games.strategy.triplea.delegate.LHTRTest heuristics={A:1.000}
id=15584 rank=265 score=1.000 fqn=org.unitils.reflectionassert.ReflectionAssertTest heuristics={A:1.000}
id=17775 rank=265 score=1.000 fqn=org.mifos.framework.exceptions.FrameworkExceptionTest heuristics={A:1.000}
id=3790 rank=265 score=1.000 fqn=org.exist.xquery.XQueryUpdateTest heuristics={A:1.000}
id=4431 rank=265 score=1.000 fqn=tests.org.ntropa.build.jsp.DOMEditorTest heuristics={A:1.000}
id=5469 rank=265 score=1.000 fqn=org.joda.time.chrono.TestCopticChronology heuristics={A:1.000}
id=5932 rank=265 score=1.000 fqn=org.jfin.common.test.Iso4217CurrencyTest heuristics={A:1.000}
id=9082 rank=265 score=1.000 fqn=org.acegisecurity.providers.jaas.SecurityContextLoginModuleTests heuristics={A:1.000}
id=9552 rank=265 score=1.000 fqn=org.acegisecurity.runas.RunAsManagerImplTests heuristics={A:1.000}
id=11488 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.listeners.LockFileListenerTest heuristics={A:1.000}
id=13433 rank=265 score=1.000 fqn=org.helianto.core.security.UserDetailsServiceImplTests heuristics={A:1.000}
id=14865 rank=265 score=1.000 fqn=org.springframework.richclient.security.support.SecurityControllerTests heuristics={A:1.000}
id=18949 rank=265 score=1.000 fqn=org.dishevelled.matrix.BitMatrix3DTest heuristics={A:1.000}
id=4310 rank=265 score=1.000 fqn=org.jvoicexml.interpreter.grammar.TestGrammarIdentifierCentral heuristics={A:1.000}
id=5174 rank=265 score=1.000 fqn=org.jdtaus.common.io.FileOperationsTest heuristics={A:1.000}
id=5552 rank=265 score=1.000 fqn=org.joda.time.TestPartial_Basics heuristics={A:1.000}
id=5501 rank=265 score=1.000 fqn=org.joda.time.TestLocalDate_Properties heuristics={A:1.000}
id=6094 rank=265 score=1.000 fqn=com.brimarx.internet.stack.MimeHeadersParserTest heuristics={A:1.000}
id=7521 rank=265 score=1.000 fqn=com.kneobase.driver.rdbms.DBRobotTest heuristics={A:1.000}
id=8289 rank=265 score=1.000 fqn=net.sf.jguiraffe.gui.layout.TestUnits heuristics={A:1.000}
id=9191 rank=265 score=1.000 fqn=org.acegisecurity.providers.dao.salt.ReflectionSaltSourceTests heuristics={A:1.000}
id=9856 rank=265 score=1.000 fqn=test.net.sf.platypuswiki.content.persistance.ContentRepositoryManagerTest heuristics={A:1.000}
id=11196 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.UCMTest heuristics={A:1.000}
id=12061 rank=265 score=1.000 fqn=net.buffalo.service.ServiceExceptionTest heuristics={A:1.000}
id=13770 rank=265 score=1.000 fqn=net.sf.jameleon.plugin.httpunit.HttpUnitSubmitFormTest heuristics={A:1.000}
id=15459 rank=265 score=1.000 fqn=org.unitils.util.ReflectionUtilsTest heuristics={A:1.000}
id=17496 rank=265 score=1.000 fqn=org.mifos.customers.GroupValidationTest heuristics={A:1.000}
id=19210 rank=265 score=1.000 fqn=com.technoetic.xplanner.util.TestClassUtil heuristics={A:1.000}
id=8057 rank=265 score=1.000 fqn=ori.XmlAndProxyOriTest heuristics={A:1.000}
id=9020 rank=265 score=1.000 fqn=org.acegisecurity.util.StringSplitUtilsTests heuristics={A:1.000}
id=9493 rank=265 score=1.000 fqn=org.acegisecurity.intercept.method.MethodDefinitionSourceEditorTests heuristics={A:1.000}
id=10800 rank=265 score=1.000 fqn=de.fu_berlin.inf.dpp.test.JIDTest heuristics={A:1.000}
id=11454 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.bootstrappers.CurrentBuildStatusBootstrapperTest heuristics={A:1.000}
id=13184 rank=265 score=1.000 fqn=org.rifidi.emulator.io.comm.ip.tcpserver.TCPServerCommunicationTest heuristics={A:1.000}
id=14785 rank=265 score=1.000 fqn=org.springframework.richclient.application.ProgressMonitoringBeanFactoryPostProcessorTests heuristics={A:1.000}
id=16710 rank=265 score=1.000 fqn=org.mifos.accounts.productdefinition.business.service.LoanPrdBusinessServiceTest heuristics={A:1.000}
id=18741 rank=265 score=1.000 fqn=com.abbhsoft.trainingschedular.serviceImpl.InstructorServiceImplTest heuristics={A:1.000}
id=1690 rank=265 score=1.000 fqn=test.org.mbari.vars.knowledgebase.model.dao.KnowledgeBaseCacheTest heuristics={A:1.000}
id=4051 rank=265 score=1.000 fqn=br.com.jera.libelula.dao.ProdutoDaoTest heuristics={A:1.000}
id=5541 rank=265 score=1.000 fqn=org.joda.time.TestTimeOfDay_Constructors heuristics={A:1.000}
id=6854 rank=265 score=1.000 fqn=datadog.util.ValidateTest heuristics={A:1.000}
id=7715 rank=265 score=1.000 fqn=com.kneobase.extractors.PptBuilderTest heuristics={A:1.000}
id=8851 rank=265 score=1.000 fqn=org.nxplanner.acceptance.web.AbstractPageTestScript heuristics={A:1.000}
id=9396 rank=265 score=1.000 fqn=org.acegisecurity.acl.basic.cache.BasicAclEntryHolderTests heuristics={A:1.000}
id=10246 rank=265 score=1.000 fqn=com.denis.game.service.impl.mg.MaintainGameServiceImplTest heuristics={A:1.000}
id=12894 rank=265 score=1.000 fqn=it.imolinfo.test.client.TestParameterInputOutput heuristics={A:1.000}
id=14288 rank=265 score=1.000 fqn=com.zanthan.sequence.diagram.TestAlternateParser heuristics={A:1.000}
id=18494 rank=265 score=1.000 fqn=de.fzj.unicore.aggregator.TestCIPWithSecurity heuristics={A:1.000}
id=964 rank=265 score=1.000 fqn=net.sourceforge.math.accumulator.TestsOfAccumulators heuristics={A:1.000}
id=2228 rank=265 score=1.000 fqn=org.millscript.commons.util.list.AbstractIListTest heuristics={A:1.000}
id=3841 rank=265 score=1.000 fqn=org.exist.xmldb.concurrent.DeadlockTest heuristics={A:1.000}
id=4605 rank=265 score=1.000 fqn=com.tomgibara.pronto.config.source.PreferencesConfigSourceTest heuristics={A:1.000}
id=11411 rank=265 score=1.000 fqn=net.sourceforge.cruisecontrol.PluginTypeTest heuristics={A:1.000}
id=13094 rank=265 score=1.000 fqn=net.wotonomy.foundation.NSArrayTest heuristics={A:1.000}
id=14542 rank=265 score=1.000 fqn=net.sourceforge.zdt.core.util.ParserUtilsTest heuristics={A:1.000}
id=16390 rank=265 score=1.000 fqn=org.mifos.accounts.financial.business.service.FinancialBusinessServiceIntegrationTest heuristics={A:1.000}
id=18686 rank=265 score=1.000 fqn=org.lockss.util.TestSyslogTarget heuristics={A:1.000}
id=3775 rank=265 score=1.000 fqn=org.exist.xquery.value.AbstractTimeRelatedTestCase heuristics={A:1.000}
